Saatcioglu and Grira 1999 Column BG-8	
-18.49105	36.56511854
-17.99146	37.29767781
-17.49186	36.58311854
-16.99227	38.83170821
-16.49267	39.56426748
-15.99307	39.29764134
-15.49348	40.82266869
-14.99388	41.6241459
-14.49429	42.11551976
-13.99469	42.81363526
-13.4951	43.44283283
-12.9955	44.07203647
-12.49591	45.25251672
-11.99631	45.98507599
-11.49672	46.3386383
-10.99712	47.48466869
-10.49753	47.56258359
-9.997932	48.88089362
-9.498337	49.09663222
-8.998742	50.48384195
-8.499146	50.90631003
-7.999552	51.94897872
-7.482729	52.75314286
-6.983134	53.34789666
-6.483539	54.21827964
-5.983944	55.19203647
-5.484349	55.92460182
-4.984754	57.10508815
-4.485158	57.66537994
-3.985563	57.95003647
-3.485968	59.30279635
-2.986373	60.13873556
-2.486778	60.97465046
-1.987183	62.05179331
-1.487588	62.64650456
-0.9879924	63.27574468
-0.4883973	64.24948328
0.01119782	64.46522796
0.510793	66.05920973
1.010388	66.65392097
1.509983	67.76553191
2.009578	68.32583587
2.509173	68.40370821
3.008769	70.34224924
3.508364	70.97142857
4.025187	71.94790274
4.507554	72.74668693
5.007149	73.13465046
5.506744	74.55635258
6.00634	75.28893617
6.523162	76.57544073
7.00553	77.30534954
7.505125	77.10759878
8.004721	79.08054711
8.504315	79.74419453
9.003911	81.13142857
9.503506	81.65726444
10.0031	81.42510638
10.5027	83.7081459
11.00229	84.26844985
11.50189	85.44893617
12.00148	86.11258359
12.50108	86.776231
13.00067	87.1987234
13.50027	88.82711246
14.01709	89.21781155
14.51668	90.70838906
15.01628	90.92413374
15.51587	92.65586626
16.01547	93.49179331
16.51506	94.12103343
17.03189	94.82182371
17.51426	95.31051672
18.01385	95.76741641
18.51344	97.12012158
19.01304	96.85355623
19.51264	98.27519757
20.01223	100.1103343
20.51183	100.2226748
21.01142	101.8165957
21.51101	100.9987234
22.01061	103.3506383
22.51021	103.1529483
23.0098	104.8502128
23.5094	106.0651672
24.00899	106.8321581
24.50859	107.0134347
25.02541	108.3688754
25.50778	108.8575684
26.0246	109.592766
26.50697	110.4604863
27.00656	110.9862614
27.50616	111.6499696
28.00575	112.8303951
28.50535	113.0805471
29.00494	114.2955015
29.50454	114.44231
30.00413	115.8295441
30.50373	115.3905775
31.00332	117.1567781
31.50292	117.0624316
32.00251	118.759696
32.50211	119.3544073
33.00171	120.4315502
33.5013	121.2674164
34.00089	120.8974468
34.50049	121.9745289
35.00008	122.0868693
35.51691	123.44231
36.0165	123.0033435
36.5161	124.4249848
37.01569	125.4331307
37.51529	125.7522188
38.03211	126.6597568
38.51448	126.872766
39.01407	127.5019453
39.51367	128.6479027
40.01326	129.3115502
40.53009	129.9434043
41.01245	130.4665046
41.51205	131.4057751
42.01164	131.862614
42.51124	131.7337994
43.01083	133.1209726
43.51043	133.6812158
44.01003	133.9658359
44.50962	134.5950152
45.02644	135.5713678
45.50881	135.9221884
46.0084	136.0345289
46.508	137.0771429
47.0076	137.6718541
47.50719	137.9908815
48.00679	138.2755015
48.50638	139.5248632
49.00598	139.7750152
49.5228	140.6824924
50.00517	141.3778116
50.50476	142.1448024
51.00436	141.8436474
51.50395	143.2997568
52.00355	143.8599392
52.50314	144.3857143
53.00274	145.1527052
53.50233	145.333921
54.00193	146.9967173
54.51875	147.4218237
55.00112	148.0482675
55.50071	148.2639514
56.00031	149.6165957
56.51713	149.8694225
57.01673	150.9120365
57.51632	151.3688754
58.01591	151.9635258
58.51551	152.764924
59.01511	152.1881459
59.5147	154.0576292
60.0143	153.2051672
60.51389	154.730152
61.01349	154.8079635
61.51308	156.2295441
62.0299	157.1370213
62.51227	157.8323404
63.01187	157.0143465
63.52869	158.8520365
64.01106	158.2036474
64.52788	160.3170213
65.01025	160.7367173
65.50984	161.2624316
66.00944	161.9948936
66.50903	162.4862006
67.00863	163.1841945
67.50822	162.5729483
68.00782	164.1667477
68.50742	163.9344681
69.00701	165.8384195
69.50661	166.2263222
70.0062	166.2351976
70.5058	167.2088754
71.00539	167.3900304
71.50498	167.7779331
72.00458	168.7170821
72.50417	169.1049848
73.00377	169.8374468
73.50336	170.328693
74.00296	170.3720365
74.50256	169.3472948
75.00215	171.7335562
75.50175	172.1903343
76.00134	172.4059574
76.50094	170.6920973
77.00053	171.6312462
77.50013	173.1217021
78.01695	173.9946505
78.51655	173.9001216
79.01614	174.1846809
79.51573	175.0548936
80.01533	175.2015805
80.51492	174.8658967
81.01452	175.7361094
81.51411	176.4341033
82.03094	175.3775076
82.51331	177.0719757
81.99648	147.1878419
81.49689	143.3889362
80.99729	139.5210942
80.4977	138.5819453
79.9981	134.4384802
79.4985	131.2597568
78.99891	127.8742857
78.49931	127.1418845
77.99973	124.2387234
77.4829	120.712766
76.98331	119.8424924
76.48371	117.0772644
75.98412	115.0355015
75.48452	112.2012766
74.98492	108.712462
74.48533	107.9111246
73.98573	104.3877812
73.48614	103.5519757
72.98654	100.269848
72.48695	96.98772036
71.98735	95.94516717
71.48775	92.76644377
70.98816	91.89610942
70.48856	88.68291793
69.98898	87.98492401
69.48938	84.59945289
68.98978	83.72917933
68.49019	80.72267477
67.99059	78.09513678
67.491	77.50048632
66.9914	74.45957447
66.49181	73.83045593
65.99221	70.58273556
65.49261	69.91920973
64.99302	66.94717325
64.49342	64.76753799
63.99383	64.20735562
63.49424	61.54541033
62.99464	59.98599392
62.49504	57.77195137
61.99545	55.69571429
61.49585	55.20442553
60.99626	52.16344681
60.49667	51.94779331
59.99707	49.90601216
59.49747	48.65669909
58.99788	46.13254711
58.49828	44.67649848
57.99869	43.32381763
57.49909	41.66102736
56.9995	40.34280243
56.4999	39.16238906
55.98308	38.77176292
55.48349	37.1778845
54.98389	35.44618845
54.48429	34.98933131
53.9847	33.49881459
53.4851	31.97384802
52.96828	30.58401216
52.48592	29.26845593
51.98632	28.01911854
51.4695	27.07719757
50.98713	26.03728267
50.48753	24.78793921
49.98794	23.26296049
49.48834	20.87660182
48.98875	20.55755015
48.47193	18.37523404
47.98956	17.88658967
47.48996	15.77587234
46.99037	15.1122614
46.49077	14.68984195
45.99118	11.85555623
45.49158	10.81293617
44.99199	10.18378116
44.47517	9.379659574
43.9928	7.168255319
43.4932	6.539100304
42.99361	6.082212766
42.49401	3.558017021
41.99442	2.618756839
41.49482	1.541677204
40.99523	1.188158055
40.49563	0.765715502
39.99604	-1.620658967
39.49644	-2.215370821
38.99685	-2.603353191
38.49725	-4.851913678
37.99765	-5.618902128
37.49806	-6.144711246
36.99847	-8.117629179
36.49887	-9.194717325
35.99928	-9.54824924
35.49968	-9.763963526
34.98286	-11.11938602
34.48326	-11.57627964
33.98367	-12.96347112
33.48407	-13.00691793
32.98448	-14.70420061
32.48488	-15.09219453
31.98529	-16.85839514
31.48569	-17.41866261
30.9861	-18.59912462
30.4865	-19.91741033
29.98691	-19.99531307
29.47008	-21.17846201
28.97049	-22.46229787
28.47089	-23.22930091
27.98853	-23.82134954
27.48893	-24.69172036
26.98933	-25.63099696
26.48974	-25.91563526
25.99014	-27.44065046
25.49055	-27.93202432
24.99095	-29.11249848
24.47413	-29.8477386
23.99176	-29.40613982
23.49217	-31.65471733
22.99257	-32.18054103
22.49298	-33.42992705
21.99338	-34.74821884
21.49379	-35.20513678
20.99419	-35.48978116
20.4946	-36.60134347
19.995	-37.60955015
19.49541	-37.8252766
18.99581	-38.93685106
18.49622	-39.393769
17.99662	-40.74651672
17.49703	-41.34126444
16.98021	-42.69670517
16.49784	-43.15093617
15.99824	-43.71122796
15.49865	-44.61606687
14.99905	-45.21080851
14.49946	-47.08039514
13.99986	-47.53731307
13.48304	-48.7893921
12.96622	-49.49019453
12.48385	-49.94442553
11.98425	-51.12491793
11.48466	-51.8574772
10.98506	-51.86648632
10.46824	-53.6353921
9.985873	-53.9173617
9.486279	-55.30457751
8.986683	-55.96822492
8.487088	-55.46041337
7.987493	-57.88128267
7.487897	-58.40711854
6.988302	-60.41452888
6.488707	-61.18151976
5.989112	-61.67294833
5.489517	-61.78528875
4.989922	-63.58595745
4.490326	-64.1462614
3.973504	-64.39914894
3.491136	-66.30054711
2.991541	-66.99866261
2.491946	-67.55890578
1.992351	-69.08395137
1.492756	-70.02328267
0.9931607	-70.72139818
0.4935656	-71.00601824
-0.006029591	-73.01343465
-0.5056247	-73.64261398
-1.00522	-74.23738602
-1.504815	-74.14303951
-2.00441	-76.28826748
-2.521233	-76.8512462
-3.003601	-76.75422492
-3.503196	-79.1406079
-4.002791	-79.76984802
-4.502386	-80.29568389
-5.001981	-82.09635258
-5.501576	-82.72553191
-6.001172	-83.07908815
-6.500767	-84.29404255
-7.000362	-84.6131307
-7.517184	-86.41653495
-8.034006	-86.87610942
-8.516374	-88.12285714
-9.015969	-88.95878419
-9.515564	-89.45015198
-10.01516	-89.21799392
-10.51475	-91.08753799
-11.01435	-91.5100304
-11.51394	-93.13841945
-12.01354	-93.11300912
-12.51313	-93.74218845
-13.01273	-95.47398176
-13.51233	-95.96534954
-14.01192	-95.93987842
-14.51152	-97.4993921
-15.01111	-97.81848024
-15.51071	-99.82589666
-16.0103	-100.3862006
-16.52712	-100.7079635
-17.00949	-101.6100912
-17.50909	-102.2048632
-18.00868	-102.3861398
-18.50828	-103.9800608
-19.00787	-104.2646809
-19.50747	-105.7552584
-20.00706	-106.2810942
-20.50666	-106.5657751
-21.00625	-106.9537386
-21.50585	-108.5132523
-22.00544	-108.8668085
-22.50504	-109.013617
-23.00463	-110.1941033
-23.50423	-110.5821277
-24.00382	-110.9012158
-24.50342	-112.6329483
-25.00302	-112.9865046
-25.50261	-113.0643769
-26.0022	-114.1070517
-26.5018	-114.4950152
-27.0014	-115.8477812
-27.50099	-116.2013374
-28.00059	-116.5548936
-28.51741	-117.531307
-29.017	-117.8503951
-29.5166	-118.9619453
-30.01619	-119.3844377
-30.51579	-118.669848
-31.01538	-120.7461398
-31.51498	-121.099696
-32.01458	-122.4179331
-32.51417	-122.7714894
-33.01376	-122.2981155
-33.53059	-124.3082067
-34.01295	-124.831307
-34.51255	-123.9789058
-35.01215	-126.0896657
-35.51174	-126.6154407
-36.01133	-126.7278419
-36.51093	-127.9427356
-37.01052	-128.5029787
-37.51012	-128.6497872
-38.00972	-129.8646809
-38.50931	-130.5627964
-39.00891	-130.8129483
-39.5085	-130.4084498
-40.00809	-131.7956231
-40.50769	-132.0802432
-41.00729	-133.1573252
-41.50688	-133.5797568
-42.00648	-133.106383
-42.50607	-134.7347112
-43.00567	-135.0882675
-43.50526	-135.5451064
-44.00486	-135.8986626
-44.52168	-136.7027964
-45.00405	-135.8821277
-45.50364	-138.9575684
-46.00324	-139.2422492
-46.50283	-138.045228
-47.00243	-139.8458359
-47.50202	-140.957386
-48.00162	-141.4831611
-48.50121	-141.0441945
-49.00081	-142.8103951
-49.5004	-143.1638906
-50.01723	-144.2091793
-50.51682	-144.6316109
-51.01642	-144.7439514
-51.51601	-145.7176292
-52.01561	-146.4845593
-52.5152	-147.4238298
-53.0148	-147.5017021
-53.51439	-148.4064438
-54.01399	-148.7944073
-54.51358	-149.3890578
-55.01318	-150.2593921
-55.51277	-149.923769
-56.02959	-151.5203647
-56.51196	-151.9056535
-57.01156	-151.983465
-57.51115	-151.7511854
-58.01075	-153.5517933
-58.51035	-152.5615198
-59.00994	-154.9823708
-59.50953	-154.0954407
-60.00913	-155.8271125
-60.50872	-154.9401824
-61.02555	-157.6393313
-61.50792	-156.4396353
-62.00751	-158.3091185
-62.50711	-159.1105167
-63.0067	-159.4984195
-63.50629	-160.6443769
-64.00589	-161.1356839
-64.50549	-161.1790274
-65.00508	-162.0148936
-65.50468	-162.6784195
-66.00427	-163.066383
-66.50387	-163.9711246
-67.02069	-164.4305775
-67.50306	-165.022614
-68.00266	-165.203769
-68.50225	-166.1084498
-69.00184	-165.8417629
-69.50143	-166.2640729
-70.00103	-167.6856535
-70.50063	-167.3500304
-71.00022	-168.6337994
-71.51704	-167.2671125
-72.01664	-169.3088754
-72.53346	-170.0784802
-73.01583	-169.2922188
-73.51543	-171.2305775
-74.01502	-171.7907599
-74.51462	-172.3508815
-75.01421	-172.9110638
-75.51381	-173.0922188
-76.0134	-173.548997
-76.513	-173.3511246
-77.01259	-174.7382979
-77.51218	-171.6461398
-78.01178	-173.6189666
-78.51138	-175.1782979
-79.01097	-175.7384802
-79.51057	-175.7473556
-80.01016	-176.548693
-80.50976	-176.729848
-81.00935	-176.1874164
-81.50895	-176.196231
-82.00854	-177.6866869
-82.50814	-177.1442553
-83.00774	-178.4968389
-83.50733	-177.5409726
-82.99051	-148.0702736
-82.49091	-145.959696
-81.99132	-144.0557447
-81.49172	-139.9812158
-80.99213	-138.6630395
-80.49253	-134.5885106
-79.99294	-133.5459574
-79.49334	-129.0579331
-78.99374	-128.0154407
-78.49415	-123.4584802
-77.99455	-122.4503951
-77.49496	-118.6514894
-76.99536	-116.8854103
-76.49577	-115.6705775
-75.99618	-111.664924
-75.47935	-109.6549544
-74.99699	-108.7184802
-74.48016	-105.1235866
-73.9978	-103.3601824
-73.4982	-102.2142249
-72.98138	-98.99835866
-72.49901	-98.02741641
-71.99941	-95.26206687
-71.48259	-94.04462006
-70.98299	-91.45155015
-70.4834	-88.72072948
-69.9838	-88.02267477
-69.48421	-84.46492401
-68.98461	-83.38790274
-68.48502	-80.72595745
-67.98543	-79.71787234
-67.48583	-76.60802432
-66.98624	-75.73775076
-66.48664	-72.83458967
-65.98705	-72.13653495
-65.48745	-69.02668693
-64.98785	-68.36316109
-64.48826	-65.63227964
-63.98866	-64.89975684
-63.48907	-61.78990881
-62.98947	-60.816231
-62.48988	-58.67111246
-61.99028	-58.24873556
-61.49069	-55.75903951
-60.99109	-53.82062614
-60.4915	-51.95112462
-59.9919	-51.28755015
-59.49231	-48.79784802
-58.99271	-48.09981763
-58.49312	-45.85130091
-57.99352	-43.87843161
-57.49393	-42.87029179
-56.99433	-41.6898845
-56.49474	-40.85402432
-55.99514	-39.29460182
-55.49554	-37.49399392
-54.99595	-36.24466869
-54.49636	-35.68444377
-53.99676	-33.95274772
-53.49717	-32.462231
-52.99757	-31.93645593
-52.48075	-30.16761094
-51.99838	-29.95462006
-51.49878	-27.63717325
-50.99919	-26.31893009
-50.4996	-25.48305167
-49.98277	-23.9553921
-49.48318	-23.1539696
-48.98358	-22.6626383
-48.48399	-21.1721155
-47.98439	-19.68158663
-47.48479	-17.70868693
-46.9852	-17.45854103
-46.48561	-15.24444985
-45.98601	-13.51272948
-45.48642	-12.4701155
-44.98682	-11.87541033
-44.48722	-10.04032827
-43.98763	-9.82462614
-43.48803	-8.058449848
-42.98844	-7.773841945
-42.48885	-5.938750152
-41.98925	-5.65413921
-41.48965	-3.750134954
-40.99006	-3.396613982
-40.49046	-1.906069301
-39.99087	-0.51888772
-39.49127	0.179188815
-38.99168	1.807556231
-38.49208	2.126628571
-37.99249	3.307079027
-37.49289	4.969903951
-36.9933	5.5646231
-36.4937	5.676968997
-35.99411	7.994443769
-35.49451	8.554705167
-34.99492	9.66624924
-34.49532	10.50215805
-33.99573	11.26915502
-33.49613	12.41516109
-32.99654	12.25187234
-32.49694	14.25925836
-31.99734	14.81952584
-31.49775	16.62018237
-30.99816	17.28381763
-30.49856	16.91379939
-29.98174	17.68348936
-29.49937	18.48226748
-28.99977	20.1451003
-28.48295	20.36351368
-27.98336	22.06080851
-27.48376	22.51771429
-26.98417	23.49145289
-26.48457	24.15509422
-25.98498	24.71537386
-25.48538	25.68911246
-24.98579	25.8014772
-24.46897	27.77710638
-23.9866	28.19687538
-23.487	28.30924012
-22.98741	29.90316717
-22.48781	30.36008511
-21.98822	31.19601216
-21.48862	31.9974772
-20.98903	32.41993921
-20.48943	33.32477812
-19.98984	33.91951368
-19.49024	34.61762918
-18.99065	35.69472948
-18.49105	36.04829179
-17.99146	36.84975684
-17.49186	37.96133131
-16.99227	38.2459696
-16.49267	39.18526444
-15.99307	39.95228571
-15.49348	40.44366565
-14.99388	41.38296049
-14.49429	41.90879027
-13.99469	43.15818845
-13.4951	43.78737994
-12.9955	43.96866261
-12.49591	44.83905775
-11.99631	45.50270517
-11.49672	46.23527052
-10.99712	46.86447416
-10.49753	47.66595137
-9.997932	48.50187842
-9.498337	49.51009119
-8.998742	50.17375684
-8.499146	50.69958055
-7.999552	51.88007295
-7.499957	52.44036474
-6.983134	53.55462614
-6.483539	53.70145289
-5.983944	54.98531307
-5.484349	55.95905775
-4.984754	55.07223708
-4.485158	57.52756231
-3.985563	58.19122188
-3.485968	58.26914894
-2.986373	59.55299696
-2.486778	59.3552766
-1.987183	61.60389058
-1.487588	62.37088146
-0.9879924	61.8631003
-0.4883973	63.80158055
0.01119782	64.39635258
0.510793	64.95659574
1.010388	65.96480243
1.509983	66.35282675
2.009578	67.63671733
2.509173	67.8868693
3.008769	69.6531307
3.508364	70.28231003
4.007959	69.80893617
4.507554	72.22984802
5.024376	72.72389058
5.506744	74.14291793
6.00634	74.70316109
6.505935	74.71221884
7.00553	76.40948328
7.505125	76.90091185
8.004721	76.42753799
8.521544	78.6443769
9.003911	78.3750152
9.503506	80.34796353
10.02033	81.0487538
10.5027	82.46778116
11.00229	83.13142857
11.50189	84.10516717
12.00148	85.07890578
12.50108	85.77702128
13.00067	86.64741641
13.50027	87.51781155
14.01709	88.04632219
14.51668	89.29568389
15.01628	89.16693009
15.51587	90.96759878
16.01547	91.07993921
16.51506	92.77726444
17.01466	93.19969605
17.51426	94.79367781
18.01385	95.28504559
18.51344	94.81167173
19.01304	96.78462006
19.51264	96.69027356
20.02946	98.94151976
20.51183	99.70583587
21.01142	99.783769
21.51101	101.3432827
22.01061	102.0758055
22.51021	101.7402432
23.0098	103.6443161
23.5094	104.2734954
24.00899	103.6967173
24.50859	105.8764134
25.00818	106.3677812
25.50778	107.5827356
26.00737	108.1774468
26.50697	108.6688146
27.00656	109.7114286
27.52338	110.6534347
28.00575	111.0387234
28.50535	109.8418237
29.02217	112.9544681
29.50454	113.4775684
30.00413	113.0386626
30.50373	114.2535562
31.00332	114.1936778
31.50292	115.7875988
32.00251	116.4167781
32.50211	117.3905167
33.00171	118.1230395
33.5013	117.8908207
34.00089	119.4502736
34.50049	119.9416413
35.00008	120.2607295
35.51691	121.2716109
36.0165	121.2116717
36.5161	122.5299696
37.01569	122.5733739
37.51529	123.6504559
38.01488	124.0384802
38.51448	125.0810942
39.01407	125.26231
39.51367	126.2705167
40.01326	126.4517933
40.51286	127.6322188
41.01245	127.9168389
41.51205	128.6493617
42.01164	129.1406687
42.51124	129.8043161
43.01083	130.330152
43.51043	130.821459
44.01003	131.1750152
44.50962	131.9419453
45.00922	131.7097264
45.50881	133.1313678
46.0084	133.0714286
46.508	134.3551976
47.0076	134.8465653
47.50719	135.5790274
48.00679	136.3116109
48.50638	136.2516109
49.00598	137.3631611
49.50557	137.6132523
50.00517	138.311307
50.50476	138.8371429
51.00436	139.5696049
51.50395	138.7516717
52.00355	140.6900912
52.50314	141.0780547
53.00274	142.2584802
53.50233	142.8531307
54.00193	143.3444985
54.50152	144.3525836
55.00112	144.5682675
55.50071	145.2318541
56.00031	145.8954407
56.51713	146.1827356
57.01673	146.6740426
57.51632	147.4409726
58.01591	148.4835866
58.51551	148.5958663
59.01511	149.7073556
59.5147	150.3364742
60.0143	150.7589058
60.51389	151.2846201
61.01349	151.7759271
61.51308	152.3705775
62.01268	152.8274164
62.51227	153.3187234
63.01187	154.188997
63.51146	152.8541641
64.02829	153.0725228
64.51065	155.1804863
65.01025	155.1549544
65.50984	156.6454711
66.00944	157.6190881
66.50903	158.041459
67.00863	158.8428571
67.50822	158.2315502
68.00782	159.4808511
68.50742	160.2822492
69.00701	161.0491185
69.50661	161.8849848
70.0062	162.5829787
70.5058	163.1776292
71.00539	163.7033435
71.50498	164.0912462
72.0218	164.9986018
72.50417	164.5568997
73.00377	165.9784802
73.50336	166.2974468
74.00296	166.5130699
74.50256	167.1421277
75.00215	167.5300304
75.50175	168.2624924
76.01857	168.2051064
76.50094	166.8331307
77.00053	166.8764742
77.50013	167.4710638
78.01695	168.8608511
78.51655	170.8680851
79.01614	171.8761702
79.51573	173.1254103
80.01533	173.2720973
80.51492	174.14231
81.01452	174.6680243
81.51411	174.3668085
82.01371	174.892462
82.51331	175.866079
83.0129	176.5295441
83.5125	175.883769
84.01209	176.5472948
84.51169	176.2460182
85.01128	177.5641337
85.51088	176.9872948
86.01048	177.9608511
86.51006	176.5914894
87.00966	177.0137994
87.50925	178.5730699
88.00885	178.7197568
88.50845	178.7285714
89.00804	179.7365957
89.50764	179.7798784
90.00723	180.0987842
90.50683	179.4874772
91.00642	178.8760486
91.50602	180.2631003
92.00562	178.3424316
92.50521	180.2807295
93.00481	180.2895441
93.5044	181.2631003
94.00399	181.1685106
94.50359	182.0042553
95.00318	182.0130699
95.50278	181.4705775
96.00237	182.5130091
96.50197	182.4529483
97.00156	181.944924
97.50116	181.7469301
98.00076	181.8935562
98.51758	182.525228
99.01717	181.7415198
99.51677	182.5772644
100.0164	173.6965957
99.49954	149.98
98.99995	146.9392097
98.48312	143.7922796
97.98353	140.9581763
97.48393	137.1593313
96.98434	134.5319757
96.48474	132.4213982
95.98515	130.5175684
95.48555	126.1329483
94.98595	124.7459574
94.48636	121.9807295
93.98676	119.6978723
93.48717	116.8293009
92.98758	114.3741641
92.48798	111.850152
91.98839	109.6017629
91.47157	107.2128875
90.9892	104.863769
90.4896	102.5464438
89.99001	100.2980547
89.49041	98.08407295
88.99081	95.87015198
88.49122	93.48389058
87.99162	93.13051672
87.49203	90.2618845
86.99243	87.80674772
86.49284	85.55835866
85.99324	83.30990881
85.49365	83.12881459
84.99406	79.19203647
84.49446	78.5975076
83.99487	75.55659574
83.47804	75.26942249
82.99567	73.09258359
82.49608	70.32729483
81.99648	67.42419453
81.49689	66.89854103
80.99729	64.92571429
80.4977	62.67726444
79.9981	62.42723404
79.4985	60.24770821
78.98168	58.65122188
78.49931	56.37099088
77.99973	54.63937386
77.4829	52.2848693
76.98331	51.79361702
76.48371	49.95862614
75.98412	48.22699088
75.48452	46.0129848
74.98492	45.55618237
74.48533	43.82454711
73.98573	43.85012158
73.48614	41.80838298
72.98654	40.04227964
72.48695	38.62073556
71.98735	38.40511246
71.48775	36.67345897
70.98816	35.18299696
70.48856	33.52025532
69.97175	33.30194529
69.48938	31.77970213
68.98978	30.25477812
68.49019	29.07440122
67.99059	28.16966565
67.491	27.60947112
66.9914	25.32652888
66.49181	24.07724012
65.99221	23.79268693
65.49261	21.68201216
64.99302	21.25964134
64.49342	18.73549544
63.99383	18.27866869
63.49424	17.78737994
62.99464	15.05649848
62.49504	14.66857751
61.99545	14.2117386
61.49585	12.30778723
60.99626	11.85094225
60.47944	11.63260182
59.99707	9.490139818
59.49747	9.033294833
58.99788	7.129331307
58.49828	6.775848024
57.99869	6.215629179
57.49909	4.380575684
56.9995	4.16491003
56.4999	2.329851672
55.98308	2.111500304
55.48349	0.000795498
54.98389	-0.387150942
54.48429	-1.843213374
53.9847	-2.265615198
53.4851	-3.72167538
52.98551	-3.93735076
52.46869	-5.67173921
51.98632	-5.98809848
51.48672	-7.581987842
50.98713	-7.763209726
50.48753	-8.943641337
49.98794	-9.090413374
49.48834	-10.20193313
48.98875	-11.34790274
48.48915	-11.59804255
47.98956	-12.60620669
47.48996	-13.40762918
46.99037	-14.31242553
46.49077	-15.01048632
45.99118	-15.19172644
45.49158	-16.75116717
44.99199	-17.55260182
44.49239	-18.11284498
43.9928	-19.36219453
43.4932	-19.6123465
42.99361	-20.31041945
42.49401	-20.801769
41.99442	-22.18893617
41.49482	-22.50800608
40.99523	-23.68844985
40.49563	-24.07643769
39.99604	-24.87787842
39.49644	-25.2658541
38.97962	-26.55235866
38.49725	-26.79983587
37.99765	-27.98028571
37.49806	-28.43717933
36.99847	-29.34199392
36.48164	-30.04276596
35.99928	-29.87679027
35.49968	-32.15979939
34.98286	-32.30929483
34.48326	-32.73173252
33.98367	-34.3601155
33.46684	-34.37178723
32.98448	-34.58481459
32.48488	-36.04091793
31.98529	-36.67010334
31.46846	-36.92296049
30.9861	-38.23855319
30.4865	-38.66100304
29.98691	-39.08346505
29.48731	-40.60848024
28.98771	-41.20320365
28.48812	-41.72902128
27.98853	-42.08256535
27.4717	-43.02454103
26.98933	-43.54767173
26.48974	-43.97012158
25.99014	-43.84130091
25.49055	-45.46968389
24.99095	-45.96105167
24.49136	-47.00371429
23.97454	-47.39440122
23.49217	-47.53853495
22.99257	-48.99464438
22.49298	-49.7961155
21.99338	-49.94294225
21.49379	-50.88222492
20.99419	-51.58032827
20.4946	-52.20951976
19.995	-51.7706079
19.46095	-53.78337994
18.99581	-53.9937386
18.49622	-55.44986626
17.99662	-56.63034043
17.49703	-56.84606687
16.99743	-57.13071733
16.49784	-58.0011003
15.99824	-58.80257751
15.49865	-59.01831611
14.99905	-59.99206687
14.49946	-60.5523465
13.98263	-60.66741033
13.48304	-62.29580547
12.98344	-62.78717325
12.48385	-62.52054711
11.98425	-64.83805471
11.48466	-65.15714286
10.98506	-65.92419453
10.48547	-66.82899696
9.985873	-67.45823708
9.486279	-67.22601824
8.986683	-69.0956231
8.487088	-69.58699088
7.987493	-68.97580547
7.487897	-71.67234043
6.971075	-71.92522796
6.488707	-71.0012766
5.989112	-73.59440729
5.489517	-74.05136778
4.989922	-75.5074772
4.490326	-75.72322188
3.990731	-76.04231003
3.491136	-77.56735562
2.991541	-78.09319149
2.491946	-78.41227964
1.975124	-79.76772036
1.492756	-80.22194529
0.9931607	-81.19574468
0.4935656	-81.72158055
-0.006029591	-82.00620061
-0.5056247	-83.49677812
-1.00522	-83.74699088
-1.504815	-85.13422492
-2.021638	-85.49045593
-2.504005	-86.80607903
-3.003601	-87.36638298
-3.503196	-87.61659574
-4.002791	-89.17610942
-4.502386	-89.87416413
-5.001981	-90.29665653
-5.501576	-91.75276596
-6.018399	-92.62583587
-6.500767	-92.94231003
-7.000362	-93.05465046
-7.517184	-94.58237082
-8.016779	-95.31495441
-8.516374	-95.496231
-9.015969	-94.78170213
-9.515564	-97.13367781
-10.01516	-97.76285714
-10.51475	-98.32316109
-11.01435	-99.64145897
-11.51394	-99.9950152
-12.01354	-100.4174468
-12.51313	-100.0130091
-13.02996	-102.0920365
-13.51233	-102.4084498
-14.01192	-101.4182371
-14.51152	-103.8391489
-15.01111	-104.364924
-15.51071	-105.4075988
-16.0103	-105.8300912
-16.5099	-106.321459
-17.00949	-107.1229179
-17.50909	-107.8899696
-18.00868	-108.2779331
-18.50828	-109.1138602
-19.00787	-109.5708207
-19.50747	-110.2
-20.00706	-109.416535
-20.50666	-112.0096657
-21.00625	-112.4665653
-21.50585	-112.5789666
-22.00544	-113.9317325
-22.50504	-114.5953191
-23.00463	-115.1556231
-23.50423	-115.2335562
-24.00382	-114.3122796
-24.50342	-116.8709422
-25.00302	-117.36231
-25.50261	-117.4401824
-26.0022	-118.3105775
-26.51903	-118.9424316
-27.0014	-119.1899696
-27.50099	-120.1292401
-28.00059	-120.4138602
-28.51741	-120.7012158
-29.017	-121.4682067
-29.5166	-121.8561702
-30.01619	-122.7265653
-30.51579	-122.8733739
-31.01538	-122.9167781
-31.51498	-124.235076
-32.01458	-124.4852888
-32.51417	-125.2866869
-33.03099	-125.5740426
-33.51336	-126.6484498
-34.01295	-127.1053495
-34.51255	-127.3555015
-35.01215	-127.9502128
-35.51174	-128.2693009
-36.01133	-128.8296049
-36.51093	-129.0797568
-37.01052	-130.0879635
-37.51012	-129.7523404
-38.00972	-131.1395137
-38.50931	-131.527538
-39.00891	-132.5357447
-39.5085	-132.820304
-40.00809	-131.761155
-40.50769	-133.9408511
-41.00729	-132.9850456
-41.50688	-134.7857143
-42.00648	-135.1392097
