Saatcioglu and Grira 1999 Column BG-10	
-63.50629	-144.2093009
-64.00589	-145.1829179
-64.52271	-145.4012766
-65.00508	-146.1999392
-65.50468	-146.2433435
-66.00427	-146.321155
-66.50387	-146.812462
-67.00346	-147.0280851
-67.52029	-147.3841945
-68.00266	-148.7686322
-68.50225	-149.3632827
-69.00184	-149.5789058
-69.50143	-149.8979331
-70.00103	-150.320304
-70.51785	-150.1940426
-71.00022	-150.5448024
-71.51704	-150.6942249
-72.01664	-151.6333739
-72.51624	-151.3666261
-73.01583	-152.3058359
-73.51543	-152.6592705
-74.03225	-153.0842553
-74.51462	-153.6072948
-75.01421	-153.9951976
-75.51381	-154.5897872
-76.0134	-153.9095441
-76.513	-155.2622492
-77.01259	-155.6845593
-77.51218	-155.6934347
-78.01178	-156.5637082
-78.51138	-156.3658359
-79.01097	-156.8914894
-79.51057	-157.7272948
-80.01016	-157.5983587
-80.50976	-157.7105775
-81.00935	-158.1673556
-81.50895	-158.5551976
-82.00854	-158.7707599
-82.50814	-159.4687538
-83.02496	-159.7559271
-83.50733	-159.796535
-84.00693	-160.4600608
-84.50652	-159.5041337
-85.00611	-160.8567781
-85.50571	-160.9689362
-86.02253	-161.0838298
-86.5049	-161.3656535
-87.00449	-162.0980547
-87.50409	-162.5893009
-88.00368	-161.2198784
-88.50328	-163.0548328
-89.00288	-161.9266261
-89.5197	-163.5575684
-90.00207	-164.0804863
-90.50166	-163.882614
-91.00126	-164.2015198
-91.50085	-164.4860182
-92.00044	-165.046079
-92.50004	-164.9170821
-93.01686	-165.2731307
-93.51646	-165.5575684
-94.01605	-165.2906991
-94.51565	-165.9886322
-95.01524	-164.9982371
-95.51484	-166.4886322
-96.01443	-165.9116717
-96.51403	-166.3683891
-97.03085	-166.4832219
-97.51322	-166.5927052
-98.01282	-167.2561702
-98.51241	-166.6102736
-99.01201	-167.5838298
-99.5116	-166.3522188
-100.0112	-168.083769
-100.5108	-167.8168997
-101.0104	-168.6525836
-101.51	-168.1100912
-102.0096	-168.8079635
-102.5092	-168.2999392
-103.0088	-169.2734347
-103.5084	-168.868693
-104.008	-168.946383
-104.5076	-167.8525836
-105.0071	-169.7563526
-105.5067	-168.8693009
-106.0063	-169.9806079
-106.5059	-169.6792705
-107.0055	-170.3771429
-107.5051	-168.2841337
-108.0047	-170.4290578
-108.5043	-168.956231
-109.0039	-170.6533131
-109.5035	-170.6620061
-110.0031	-171.3942857
-110.5027	-170.9896049
-111.0023	-171.067234
-111.5019	-171.2826748
-112.0015	-170.9468085
-112.5011	-170.9900304
-113.0007	-171.2744073
-113.5003	-170.5939818
-114.0171	-171.018845
-114.5167	-169.993921
-115.0163	-169.692462
-115.5159	-168.116231
-116.0155	-169.5031611
-116.5151	-166.5832219
-115.9982	-132.5990274
-115.4986	-128.490152
-114.999	-126.7587234
-114.4995	-124.9583587
-113.9999	-120.7116717
-113.483	-118.805228
-112.9834	-117.6250456
-112.4838	-112.8959878
-111.9843	-111.853617
-111.4847	-107.9170213
-110.9851	-106.6679027
-110.4855	-104.2128267
-109.9859	-102.8603647
-109.4863	-101.7835258
-108.9867	-98.63933131
-108.4871	-97.52808511
-107.9875	-94.21161094
-107.4879	-92.72133739
-106.9883	-90.40407295
-106.4887	-88.87933131
-105.9891	-87.90583587
-105.4895	-84.65823708
-104.9899	-83.68474164
-104.4903	-82.64237082
-103.9907	-79.08474164
-103.4911	-78.07677812
-102.9915	-74.93258359
-102.4919	-73.51112462
-101.9923	-71.43507599
-101.4928	-70.01361702
-100.9932	-68.97118541
-100.4936	-67.85987842
-99.99397	-65.16358663
-99.49437	-64.53458967
-98.97755	-61.80121581
-98.49519	-60.76144073
-97.99559	-59.82236474
-97.49599	-57.12606079
-96.9964	-55.77351976
-96.4968	-53.42178116
-95.99721	-52.20705167
-95.49761	-51.37133131
-94.99802	-49.53641337
-94.49842	-48.28721581
-93.99883	-46.41784195
-93.49923	-44.92745897
-92.99963	-44.29844985
-92.48281	-42.28857143
-91.98322	-41.65955623
-91.46639	-39.99420669
-90.98403	-38.9199696
-90.48444	-37.53293617
-89.98484	-36.07700304
-89.48524	-35.00006687
-88.98565	-34.02649848
-88.48605	-33.08737994
-87.98646	-32.97518541
-87.46964	-30.5862614
-86.98727	-29.78764742
-86.48767	-28.40059574
-85.98808	-27.73710638
-85.48848	-27.79717933
-84.98888	-25.65212158
-84.48929	-25.02307599
-83.98969	-23.56712462
-83.4901	-22.83471125
-82.99051	-22.55021884
-82.49091	-20.6118845
-81.97409	-20.35916109
-81.49172	-18.49240122
-80.99213	-17.89780547
-80.49253	-17.16538602
-79.99294	-17.2943465
-79.49334	-15.356
-78.99374	-15.17485106
-78.47692	-13.3027234
-77.99455	-12.71080243
-77.49496	-12.56410942
-76.99536	-10.83248024
-76.49577	-10.37569605
-75.99618	-8.747416413
-75.49658	-8.359531915
-74.99699	-6.869082067
-74.49739	-6.722382979
-73.9978	-5.473116717
-73.48097	-3.979969605
-72.9986	-3.38803465
-72.49901	-3.103497872
-71.99941	-3.129062614
-71.49982	-1.29404924
-70.98299	-0.662286322
-70.4834	1.138279027
-69.9838	1.353908815
-69.48421	2.499824316
-68.98461	3.128917933
-68.48502	3.999197568
-67.98543	4.49047538
-67.48583	5.946490578
-66.98624	6.26550152
-66.48664	7.997161094
-65.98705	8.419531915
-65.47022	8.431130699
-64.98785	8.47181155
-64.48826	10.23793921
-63.98866	10.93596353
-63.48907	11.15161094
-62.98947	12.71100912
-62.48988	13.03002432
-61.99028	13.07339818
-61.49069	13.28905775
-60.99109	13.78035258
-60.4915	15.20193313
-59.9919	17.00253495
-59.49231	17.59719757
-58.99271	17.74394529
-58.49312	17.5806079
-57.99352	19.62238906
-57.49393	20.52716109
-56.99433	20.91509422
-56.49474	21.16521581
-55.99514	21.38089362
-55.49554	22.76803647
-54.99595	23.15598176
-54.49636	24.26748936
-53.99676	24.44870517
-53.49717	24.38874164
-52.99757	25.32797568
-52.49797	26.33612158
-51.99838	26.65517325
-51.49878	26.80193921
-50.99919	28.01681459
-50.4996	28.6115076
-49.98277	28.82987234
-49.48318	28.11526444
-48.96635	30.19421884
-48.48399	31.37196353
-47.98439	31.31201824
-47.46757	31.25474772
-46.9852	32.39803647
-46.48561	33.40619453
-45.98601	34.17317325
-45.48642	34.492231
-44.96959	34.91734347
-44.48722	35.19926444
-43.98763	36.00069909
-43.48803	36.66431611
-42.98844	36.84555623
-42.48885	37.02680243
-41.98925	37.82823708
-41.48965	38.14730699
-40.99006	39.15548328
-40.49046	39.64682067
-39.99087	40.00035258
-39.49127	39.73367781
-38.99168	41.56878419
-38.49208	42.37022492
-37.99249	42.79265653
-37.47567	42.59760486
-36.9933	43.67199392
-36.4937	44.26671733
-35.99411	44.8269848
-35.46006	44.6001459
-34.99492	45.46513678
-34.49532	46.23213374
-33.99573	47.03358663
-33.49613	47.55939818
-32.99654	47.5683769
-32.49694	46.57817629
-31.99734	48.99900912
-31.49775	50.04165957
-30.99816	50.39519757
-30.49856	50.57646201
-29.99897	50.51654711
-29.49937	51.66255319
-28.99977	52.25728267
-28.48295	52.5446079
-27.98336	51.93340426
-27.46654	53.80565957
-26.98417	54.2598845
-26.48457	54.71680243
-25.98498	54.4846079
-25.48538	55.83735562
-24.98579	56.19090578
-24.48619	56.09653495
-23.9866	57.24254711
-23.487	57.80283283
-22.98741	57.63956231
-22.48781	57.40736778
-21.98822	59.48367781
-21.48862	59.6304924
-20.98903	60.19077812
-20.4722	60.75374468
-19.98984	60.41551368
-19.49024	62.28510638
-18.99065	62.63866261
-18.49105	62.81993921
-17.99146	63.79367781
-17.49186	64.28504559
-16.99227	64.77641337
-16.49267	64.30303951
-15.99307	65.79361702
-15.49348	66.21610942
-14.99388	66.4318541
-14.49429	66.23410334
-13.99469	66.86334347
-13.4951	67.04462006
-12.9955	67.74273556
-12.49591	68.09629179
-11.99631	68.20863222
-11.49672	69.42358663
-10.99712	69.43258359
-10.49753	70.23404255
-9.997932	70.48425532
-9.498337	72.07817629
-8.998742	72.60407295
-8.499146	72.99203647
-7.999552	73.24224924
-7.499957	73.32018237
-6.983134	73.46972644
-6.483539	74.68462006
-5.966717	75.7299696
-5.484349	76.08085106
-4.984754	76.46887538
-4.485158	76.96024316
-3.985563	77.48607903
-3.485968	78.2531307
-2.986373	78.22765957
-2.486778	79.33927052
-1.987183	79.65835866
-1.487588	80.66656535
-0.9879924	80.81343465
-0.4883973	81.23586626
0.01119782	81.79617021
0.510793	82.32200608
1.010388	81.98644377
1.509983	83.4081459
2.009578	83.8306383
2.509173	83.28832827
3.025996	84.91945289
3.508364	85.51148936
4.007959	84.79696049
4.507554	86.25306991
5.007149	86.77890578
5.506744	86.37446809
6.00634	87.72723404
6.523162	88.04899696
7.00553	88.81337386
7.505125	89.54595745
8.004721	89.76164134
8.504315	90.18413374
9.003911	90.91671733
9.503506	91.47702128
10.0031	91.48601824
10.5027	92.11519757
11.00229	92.64103343
11.50189	91.8231003
12.00148	93.27927052
12.50108	93.80510638
13.00067	94.60656535
13.50027	94.96012158
14.01709	95.97100304
14.51668	96.77246201
15.01628	96.6781155
15.51587	97.34176292
16.01547	97.97094225
16.51506	98.11781155
17.01466	98.54024316
17.51426	99.16948328
18.01385	99.62638298
18.51344	100.5657143
19.01304	101.1604255
19.51264	101.9274164
20.01223	102.108693
20.51183	102.11769
21.01142	103.2293009
21.51101	103.9962918
22.01061	104.3843161
22.51021	104.2555015
23.0098	104.0577508
23.5094	104.7213982
24.00899	104.420304
24.50859	104.4982371
25.02541	106.0948328
25.50778	105.9633435
26.00737	107.4883283
26.50697	108.4275988
27.00656	108.4710638
27.50616	109.1002432
28.00575	109.6605471
28.50535	110.1174468
29.00494	109.6096049
29.52176	111.2751368
30.00413	111.9360486
30.50373	112.4963526
31.00332	112.4019453
31.50292	112.6521581
32.00251	113.694772
32.50211	114.4273556
33.01893	114.9558663
33.5013	114.8587842
34.00089	113.1105167
34.50049	115.6692401
35.00008	116.5051064
35.51691	117.0680851
36.0165	117.0081459
36.5161	115.6733739
37.01569	118.128693
37.51529	118.8267477
38.03211	119.4241337
38.51448	119.9472948
39.01407	119.6806079
39.51367	118.3458359
40.01326	120.6632827
40.51286	120.9134347
41.01245	120.8190881
41.51205	121.3793313
42.01164	122.0429179
42.51124	122.4653495
43.01083	121.819696
43.51043	123.1724012
44.01003	124.0083283
44.50962	124.7408511
45.00922	124.5086322
45.50881	123.6906383
46.0084	124.9744681
46.508	125.8103343
47.0076	125.7848632
47.50719	124.7945897
48.00679	126.6296657
48.50638	127.2243769
49.00598	126.7854103
49.50557	128.034772
50.00517	128.7672948
50.52199	129.0545897
51.00436	128.3372644
51.50395	128.725228
52.02077	129.1847416
52.52037	130.2273556
53.00274	130.4748328
53.50233	130.7593921
54.00193	130.3548936
54.51875	131.572462
55.00112	131.9921581
55.50071	130.0371429
56.00031	132.2857143
56.51713	132.8141641
57.01673	132.478541
57.51632	133.5900304
58.01591	134.3224924
58.51551	133.4356231
59.01511	135.1328267
59.53193	136.0058359
60.0143	135.8742249
60.51389	134.6427964
61.03072	135.1712462
61.51308	136.831307
62.01268	137.322614
62.51227	137.6071733
63.01187	137.1682067
63.51146	137.7628571
64.01106	138.0474164
64.52788	138.1279027
65.01025	138.7198784
65.50984	138.4875988
66.00944	138.5654103
66.50903	140.5382979
67.00863	141.5119149
67.50822	141.3485714
68.00782	139.2556839
68.50742	139.7469909
69.00701	141.0306991
69.50661	142.038845
70.0062	142.3233435
70.5058	143.4348328
71.00539	143.6848632
71.50498	143.9350152
72.00458	144.1505775
72.50417	145.7789058
73.00377	146.4768389
73.50336	146.9681459
74.00296	146.5291185
74.50256	147.1237082
75.00215	148.1317933
75.50175	148.3474164
76.00134	146.7713678
76.50094	149.1576292
77.00053	149.7178116
77.50013	149.7955623
78.01695	148.9801824
78.51655	149.7815805
79.01614	149.1013374
79.51573	150.6951368
80.01533	150.7040122
80.51492	151.1263222
81.01452	151.1696049
81.51411	151.867538
82.01371	152.048693
82.53053	151.9568997
83.0129	153.3412766
83.5125	153.9013982
84.01209	154.1514286
84.51169	154.7460182
85.01128	154.7548328
85.51088	154.9704559
86.01048	155.082614
86.51006	155.6427356
87.00966	156.2717933
87.52648	155.1118541
88.00885	155.5314286
88.50845	156.5394529
89.00804	157.788693
89.50764	158.4865653
90.00723	158.9433435
90.50683	158.3319757
91.00642	159.1332523
91.50602	160.0379331
92.00562	159.8744681
92.50521	161.0891793
93.00481	161.3047416
93.5044	160.7967781
94.00399	161.4601824
94.52081	160.1623708
95.00318	160.3407903
95.50278	161.211003
96.00237	161.7365957
96.50197	162.0210334
97.00156	162.271003
97.50116	163.1066869
98.00076	163.770152
98.50035	163.3999392
99.01717	163.514772
99.51677	163.902614
100.0164	164.4970821
100.516	163.7479027
101.0156	164.9970213
101.5152	165.4881459
102.0147	165.1523404
102.5143	165.7813374
103.0139	165.7900912
103.5135	167.0392097
104.0131	166.703465
104.5127	167.3668693
105.0123	167.4445593
105.5119	167.9012158
106.0115	168.0477812
106.5111	168.1254711
107.0279	168.1368997
107.5103	168.5908815
108.0099	168.5651064
108.5095	168.6427964
109.0091	168.7204255
109.5087	168.9358663
110.0083	169.3581155
110.5079	169.7458359
111.0247	170.1706991
111.507	169.6599392
112.0067	170.8056535
112.5062	169.4017629
113.0058	168.7213374
113.5054	169.3502736
114.005	169.4967781
114.5046	168.9197568
115.0042	169.3074772
114.4874	142.2832827
113.9878	141.1031003
113.4882	136.1672948
112.9714	134.9155015
112.489	133.531307
111.9894	130.2493009
111.4898	125.8992097
110.9902	125.1325228
110.4906	120.7479635
109.991	119.7400608
109.4914	118.5942857
108.9919	114.106383
108.4923	113.1328875
107.9927	109.2996353
107.4931	107.9127052
106.9935	106.9736778
106.4939	102.9336778
105.9943	101.9601824
105.4947	101.0555623
104.9951	97.42905775
104.4955	96.93793313
103.9959	93.65592705
103.4963	93.16480243
102.9967	89.95167173
102.4799	89.45787234
101.9975	86.14407295
101.4979	85.58401216
100.9983	82.19866261
100.4987	81.7074772
99.99914	78.08091185
99.49954	77.4175076
98.99995	74.41112462
98.48312	73.29708207
97.98353	72.22018237
97.48393	69.14492401
96.98434	68.4125228
96.48474	67.12893617
95.98515	64.32924012
95.48555	63.73471125
94.98595	60.9350152
94.48636	60.47832827
93.98676	57.60974468
93.48717	56.56728267
92.98758	55.62818237
92.48798	53.48314894
91.98839	52.37177508
91.48879	50.29564742
90.9892	49.73555015
90.4896	47.34931915
89.99001	46.78921581
89.49041	44.95427356
88.99081	43.32604863
88.49122	42.45584195
87.99162	40.62089362
87.49203	39.68177508
86.99243	38.01908815
86.49284	37.07996353
85.97601	35.86251064
85.49365	34.75378723
84.99406	33.29782371
84.49446	32.53097264
83.99487	32.10865653
83.49527	30.4459696
82.99567	29.92028571
82.49608	28.94669301
81.99648	26.97389058
81.49689	26.5860304
80.99729	24.75104559
80.4977	24.08754407
79.9981	23.73412766
79.4985	22.10587234
78.99891	21.718
78.49931	21.33012158
77.99973	19.11613374
77.4829	18.79448024
76.98331	18.26877204
76.48371	18.39772644
75.96689	15.83648632
75.48452	15.62355623
74.98492	15.27012158
74.48533	13.43512462
73.98573	13.11613982
73.48614	12.86606687
72.96931	10.68382979
72.48695	10.36752584
71.98735	10.01408511
71.48775	7.765604863
70.98816	7.412158055
70.48856	6.851981763
69.98898	6.153981763
69.48938	4.732418237
68.98978	4.482337386
68.49019	4.404523404
67.99059	2.052673556
67.491	1.871490578
66.9914	1.72476231
66.49181	-0.627094225
65.99221	-0.739368997
65.49261	-2.126491185
64.99302	-2.204305167
64.49342	-3.867071125
63.99383	-4.530632219
63.49424	-5.090831611
62.99464	-5.306487538
62.49504	-7.003702128
61.99545	-7.01262614
61.49585	-7.29718541
60.99626	-8.374224924
60.49667	-9.141161094
59.99707	-10.21820061
59.48025	-11.05673556
58.99788	-11.51089362
58.49828	-11.7610152
57.99869	-13.04479027
57.49909	-13.57055319
56.9995	-14.13076596
56.4999	-14.13970821
55.98308	-16.25308815
55.48349	-16.64103951
54.98389	-16.4432462
54.48429	-17.69257143
53.9847	-18.08051672
53.4851	-18.8474772
52.98551	-20.16572036
52.48592	-20.76040729
51.98632	-20.52817021
51.48672	-22.05314286
50.95267	-22.8254772
50.48753	-23.17361094
49.98794	-22.45900912
49.47112	-24.2278541
48.98875	-25.09550152
48.48915	-25.38010334
47.98956	-26.66389666
47.48996	-26.43167781
46.99037	-27.02637082
46.49077	-27.34542857
45.99118	-28.62922188
45.49158	-28.70710638
44.99199	-30.30100304
44.47517	-30.93284498
43.9928	-31.24921581
43.4932	-31.39600608
42.99361	-32.19744681
42.49401	-32.68878419
41.99442	-33.83477204
41.49482	-33.98156839
40.99523	-34.33508815
40.49563	-34.55080243
39.99604	-36.11024924
39.49644	-36.67051064
38.99685	-36.43829787
38.49725	-38.10111854
37.98043	-38.90525228
37.49806	-39.01491185
36.98124	-39.85349544
36.49887	-40.20434043
35.99928	-40.45451672
35.49968	-42.04842553
34.98286	-42.23237082
34.48326	-42.48254103
33.98367	-43.59409119
33.46684	-43.95031003
32.98448	-44.12889362
32.48488	-45.82618237
31.98529	-46.35198784
31.48569	-46.67108207
30.9861	-46.88678419
30.4865	-47.96389666
29.98691	-48.52415805
29.48731	-49.04998784
28.98771	-48.92115502
28.48812	-50.34280851
27.98853	-51.10981763
27.48893	-51.39444377
26.98933	-51.67908207
26.48974	-50.61996353
25.99014	-53.35091793
25.49055	-53.9456535
24.99095	-54.05802432
24.49136	-53.55018845
23.97454	-53.45851064
23.49217	-55.29094833
22.99257	-55.67894225
22.49298	-56.85941641
21.99338	-57.31634043
21.49379	-57.6698845
20.99419	-58.67808511
20.4946	-59.06609119
19.995	-59.62638298
19.49541	-58.94628571
18.99581	-60.91920973
18.47899	-61.44772036
17.99662	-60.69604255
17.49703	-63.1168997
16.99743	-63.43598784
16.49784	-63.10048632
15.99824	-64.90115502
15.48142	-65.3262614
14.99905	-65.50486322
14.49946	-65.65173252
13.99986	-66.86662614
13.48304	-67.18844985
12.98344	-66.30164134
12.48385	-68.41240122
11.98425	-68.69702128
11.48466	-69.42960486
10.98506	-69.71422492
10.48547	-69.41319149
9.985873	-71.38613982
9.486279	-71.67075988
8.986683	-72.54115502
8.487088	-73.48042553
7.987493	-73.59282675
7.487897	-73.25726444
6.988302	-74.74784195
6.488707	-74.99805471
5.989112	-75.38607903
5.489517	-76.22200608
4.972694	-76.47489362
4.490326	-77.61823708
3.973504	-78.21568389
3.491136	-78.63544073
2.991541	-78.12765957
2.491946	-80.1006079
1.992351	-80.66091185
1.492756	-80.80772036
0.9931607	-80.12759878
0.4935656	-82.82413374
-0.006029591	-83.38443769
-0.5056247	-83.70352584
-1.00522	-83.78145897
-1.504815	-83.30808511
-2.00441	-85.21215805
-2.504005	-86.04808511
-3.003601	-86.2293617
-3.503196	-86.47957447
-4.002791	-86.04066869
-4.502386	-87.8068693
-5.001981	-88.53945289
-5.501576	-88.61738602
-6.001172	-88.8331307
-6.500767	-89.5656535
-7.000362	-90.263769
-7.517184	-90.55112462
-8.016779	-90.66352584
-8.516374	-91.98182371
-9.015969	-92.50765957
-9.515564	-93.06796353
-10.01516	-93.00802432
-10.51475	-92.60358663
-11.01435	-94.19756839
-11.51394	-94.55106383
-12.01354	-94.76680851
-12.51313	-95.70613982
-13.04718	-96.20291793
-13.52955	-96.65714286
-14.01192	-96.8012766
-14.51152	-96.91361702
-15.01111	-97.92182371
-15.51071	-98.61993921
-16.0103	-99.21471125
-16.5099	-99.2581155
-17.00949	-98.81920973
-17.50909	-100.3787234
-18.00868	-100.9734954
-18.50828	-101.361459
-19.00787	-101.3704559
-19.50747	-100.7937386
-20.02429	-102.6315502
-20.50666	-102.9824316
-21.00625	-103.1292401
-21.50585	-103.3105167
-22.00544	-104.0086322
-22.50504	-104.6722796
-23.00463	-104.8535562
-23.50423	-105.2071125
-24.00382	-104.802614
-24.50342	-106.5688754
-25.00302	-107.1635866
-25.50261	-107.1381155
-26.0022	-107.284924
-26.5018	-107.535076
-27.0014	-107.8542249
-27.50099	-108.0699088
-28.00059	-108.2856535
-28.50018	-108.9493009
-29.017	-110.3047416
-29.53382	-110.5920365
-30.01619	-110.5638906
-30.51579	-109.3669301
-31.03261	-111.9627964
-31.51498	-112.5548328
-32.01458	-112.873921
-32.51417	-113.2618845
-33.01376	-113.1330699
-33.51336	-111.4192705
-34.01295	-114.0812766
-34.51255	-114.5382371
-35.02937	-114.8944073
-35.51174	-114.9351976
-36.01133	-114.496231
-36.51093	-115.9523404
-37.01052	-116.7537994
-37.51012	-117.0039514
-38.00972	-117.0474164
-38.50931	-116.2294225
-39.00891	-117.72
-39.5085	-118.2113678
-40.00809	-118.7716109
-40.50769	-118.9183587
-41.00729	-118.4105167
-41.50688	-117.9371429
-42.00648	-119.5310638
-42.50607	-119.8845593
-43.00567	-118.99769
-43.50526	-120.4537994
-44.00486	-120.8417629
-44.50445	-121.0229787
-45.00405	-119.8949544
-45.50364	-117.629848
-46.00324	-119.2927052
-46.50283	-119.3361094
-47.00243	-119.207234
-47.50202	-115.736231
-48.00162	-115.986383
-48.50121	-118.3038298
-49.00081	-119.2775076
-49.5004	-120.3545897
-50.01723	-120.745228
-50.51682	-120.6163526
-51.01642	-121.7279027
-51.51601	-121.9435866
-52.03283	-122.2997568
-52.5152	-122.0648024
-53.0148	-123.0040729
-53.51439	-123.3575684
-54.01399	-123.9522796
-54.51358	-124.4779939
-55.01318	-124.4525228
-55.51277	-124.9438298
-56.01237	-124.2981155
-56.51196	-125.5129483
-57.01156	-126.0042553
-57.51115	-125.4274772
-58.01075	-126.5389666
-58.51035	-126.9613982
-59.00994	-126.3500912
-59.50953	-127.2204255
-60.00913	-126.5057751
-60.50872	-127.2382979
-61.00832	-128.6598784
-61.50792	-128.73769
-62.00751	-129.228997
-62.50711	-129.8236474
-63.0067	-129.901459
-63.50629	-129.2557447
-64.00589	-130.332766
-64.52271	-130.7234043
-65.00508	-130.1094225
-65.50468	-131.3931915
-66.00427	-131.8844377
-66.50387	-131.1697872
-67.00346	-131.6610942
-67.50306	-131.291003
-68.00266	-132.3335562
-68.50225	-132.5836474
-69.00184	-131.8000608
-69.50143	-133.4627964
-70.00103	-133.8851672
-70.50063	-133.5495441
-71.00022	-134.1441337
-71.51704	-134.6036474
-72.01664	-134.5436474
-72.51624	-135.1382371
-73.01583	-135.3538602
-73.51543	-134.4669301
-74.01502	-135.8540426
-74.51462	-136.3108207
-75.01421	-135.3894225
-75.51381	-136.7075988
-76.0134	-137.2333131
-76.513	-136.1740426
-77.01259	-136.6652888
-77.52941	-137.1937386
-78.01178	-137.5789058
-78.51138	-136.7953191
-79.01097	-138.0790274
-79.51057	-138.7769605
-80.01016	-138.2345289
-80.50976	-138.9325228
-81.00935	-139.423769
-81.50895	-139.5015198
-82.00854	-135.168997
-82.50814	-135.591307
-83.00774	-134.6354407
-83.50733	-135.3333739
-84.00693	-134.239696
-84.50652	-136.2813982
-85.00611	-137.0482675
-85.50571	-136.8159271
-86.0053	-135.7910638
-86.52213	-135.8715502
-87.00449	-137.4281459
-87.50409	-137.7471125
-88.00368	-137.1702128
-88.50328	-138.1782371
-89.00288	-138.014772
-89.50247	-137.8168389
-90.00207	-138.4114286
-90.50166	-137.6622492
-91.00126	-137.4643161
-91.50085	-137.9555015
-92.00044	-137.7576292
-92.50004	-138.6622492
-93.01686	-138.1913678
-93.51646	-139.3716717
-94.01605	-139.2082067
-94.51565	-138.872462
-95.01524	-139.0879635
-95.51484	-137.9942249
-96.01443	-138.65769
-96.51403	-139.011003
-97.01363	-139.7434043
-97.51322	-138.8563526
-98.01282	-139.5542249
-98.51241	-139.8731307
-99.01201	-139.227234
-99.5116	-139.7872948
-100.0112	-138.4523404
-100.5108	-139.4258967
-101.0276	-139.5406687
-101.51	-138.5131307
-102.0096	-139.8311854
-102.5092	-140.1500912
-103.0088	-138.7806079
-103.5084	-139.5818237
-104.008	-139.1426748
-104.5076	-139.1514286
-105.0244	-139.3696049
-105.5067	-138.1353191
-106.0063	-137.9373252
-106.5059	-137.8772036
-107.0055	-137.7825532
-107.5051	-138.3081459
-108.0219	-138.6296657
-108.5043	-138.8080243
-109.0039	-138.3343465
-109.5035	-139.1010942
-110.0031	-138.6274772
-110.5027	-139.1874772
-111.0023	-139.2651064
-111.5019	-138.2057143
-112.0015	-138.8345897
-112.5011	-138.1542857
-113.0007	-137.4393921
-113.5003	-136.5178723
-114.0171	-135.7712462
-114.5167	-135.9177508
-115.0335	-135.2055927
-115.5159	-135.3494225
-116.0155	-135.254772
-116.5151	-136.2626748
-115.9982	-108.3082067
-115.4986	-104.9228571
-114.999	-103.4670517
-114.4995	-100.2195745
-113.9999	-98.24693009
-113.483	-95.20346505
-112.9834	-92.95519757
-112.4666	-89.91173252
-111.9843	-88.56194529
-111.4847	-86.89933131
-110.9851	-83.85860182
-110.4855	-83.78097264
-109.9859	-81.25696049
-109.4863	-80.49021277
-108.9867	-78.13854103
-108.4871	-77.88863222
-107.9875	-75.46802432
-107.4879	-72.97854103
-106.9883	-70.69574468
-106.4887	-70.20462006
-105.9891	-68.23191489
-105.4895	-66.3281459
-104.9899	-64.59665653
-104.4903	-62.34826748
-103.9907	-61.34030395
-103.4911	-60.12563526
-102.9915	-57.87728267
-102.4919	-56.59367781
-101.9923	-55.65461398
-101.4928	-53.57854103
-100.9932	-51.22681459
-100.4936	-49.87429179
-99.99397	-50.10669301
-99.49437	-47.47932523
-98.99478	-47.02262006
-98.49519	-45.08435258
-97.99559	-42.97380547
-97.49599	-42.37926444
-96.9964	-40.26871125
-96.4968	-39.22626748
-95.99721	-38.73509422
-95.49761	-36.79680243
-94.98079	-34.95920973
-94.49842	-34.60852888
-93.99883	-32.77360486
-93.49923	-32.31688146
-92.99963	-30.17184802
-92.48281	-29.60907599
-91.98322	-28.29096049
-91.48363	-27.45522796
-90.98403	-26.20602432
-90.48444	-25.06018237
-89.98484	-23.12187234
-89.48524	-22.0793921
-88.98565	-21.27809119
-88.48605	-20.82134954
-87.98646	-18.88303343
-87.48686	-18.08172644
-86.98727	-17.10815198
-86.48767	-16.37575076
-85.98808	-16.33245593
-85.48848	-14.32522188
-84.98888	-13.52391489
-84.48929	-13.06714286
-83.98969	-11.2666383
-83.4901	-10.77541033
-82.99051	-10.31864438
-82.49091	-10.0686079
-81.99132	-8.268091185
-81.49172	-7.673489362
-80.99213	-6.975525836
-80.4753	-6.309337386
-79.99294	-6.130881459
-79.47611	-4.878951368
-78.99374	-4.218117933
-78.49415	-3.968066261
-77.99455	-2.580993921
-77.49496	-2.124206687
-76.99536	-1.495136778
-76.49577	-1.072806079
-75.99618	0.142007052
-75.49658	0.598803161
-74.99699	1.365696049
-74.49739	1.788036474
-73.9978	3.071761094
-73.4982	3.597477812
-72.98138	4.298152584
-72.49901	4.373262006
-71.99941	5.519172644
-71.49982	6.665088146
-70.98299	7.124577508
-70.4834	7.409112462
-69.9838	8.692851064
-69.48421	9.218571429
-68.98461	9.916577508
-68.48502	10.02884498
-67.9682	11.83209726
-67.48583	12.28623708
-66.98624	12.39851064
-66.48664	13.0965228
-65.98705	12.86424924
-65.47022	14.5641459
-64.98785	14.63928267
-64.48826	16.19868085
-63.98866	16.5521459
-63.48907	17.28462006
-62.98947	18.0171003
-62.48988	17.92265653
-61.99028	19.27532523
-61.49069	19.52544073
-60.99109	20.77474164
-60.4915	21.81732523
-59.9919	22.06744073
-59.49231	22.2486383
-58.99271	23.5668693
-58.49312	24.47162918
-57.99352	24.6183769
-57.49393	24.73068085
-56.99433	25.80773252
-56.49474	26.60912462
-55.99514	26.82479635
-55.49554	27.66066261
-54.99595	28.25533739
